ID,text,label
34030,Association ADAMAJ au 42 avenue général Eisenhower,Experience
7447,Arts et Design - Perpignan (66),Experience
17747,Gestion administrative,Experience
34645,TRAVAILLEUSE FAMILIALE,Education
3381,clients provenant de différent pays.,Experience
20174,diffusion avec scoop-it.,Experience
6104,2022 Travail de gestion de projet en méthode agile en reprenant le travail,Experience
10659,"Université de Bordeaux, Pessac",Education
28523,LAMENTIN MARTINIQUE © Vendeur concepteur confirmé,Experience
12679,———,Skills
16894,Juillet 2018 - Septembre 2018,Experience
34680,SERVICE COMMANDE,Experience
6799,e Sports journalist trainee,Experience
2480,Utilisation de C# et Unity.,Experience
10830,VSP LEGALS (LAW INTERN),Experience
25827,> Capacité a diagnostiquer une panne,Skills
10515,Conseillere clientele gestion des canaux de communications,Experience
35581,Chauffeur PSL Bras de Grue,Experience
28531,Réception de fin de pose,Experience
13982,e SERVICE MILITAIRE Fevrier 1987 - Janvier 1987,Experience
8973,développement de stratégies,Skills
13838,Juin 2019 Vendeur comptoir,Experience
1639,Résultats : Rapport de livraisons utilisés par les opérateurs,Experience
11374,e Sens du contact,Skills
10083,"recrutement, création des contrats de travail et des lettres de missions, gestion des étudiants en",Experience
16599,Missions réalisées : Prospection Commerciale et Fidélisation Clients,Education
32812,Maine — Le Mans (72),Education
11614,"- Etudes de réalisations et traitements des facades,",Experience
13228,Spécialisation Science de l'ingénieur,Education
14081,ADOBE PHOTOSHOP ecoooe,Skills
18327,Gérer les encaissements,Skills
22549,"« Accueil, conseils, ouverture de comptes, gestion des moyens de",Experience
32305,Master 1 en santé publique,Education
25660,Principales missions et réalisations en Région Parisienne :,Experience
29214,"2019 Recyclage CACES 1, 3, 5",Education
21349,Travail en autonomie,Skills
33907,2019 Société Agis Herbignac,Experience
28268,"Y Animation de CASTO STAGE sur le theme, comment choisir son abri de jardin",Skills
33261,"Nettoyage des chambres, dépoussiérage du mobilier, nettoyer les salles de bain, nettoyer la cafétéria. Laver",Experience
33360,= Réalisation de préparations officinales,Experience
13613,* Gestion des Stock,Experience
23293,squipe,Skills
21798,TELECONSEILLERE,Experience
5566,Formation aux tests de dépistage COVID-19,Education
32394,CDI Technicienne / Agent de Maitrise /,Experience
17941,"mise au point des nouveaux moules , démarrage moule neuf , essai des différentes matiéres",Experience
1437,plusieurs boites de sécurités.,Experience
32350,budgets,Skills
531,et réalisation d’une analyse systémique ; acquisition,Experience
10768,- Economie de chantier (commandes et approvisionnement),Experience
28100,2009 dossiers a |’ équilibre,Experience
17099,Janvier 2021- Aout 2021 : Serveur /commis de cuisine / Plongeur 4 Disneyland Paris,Experience
9812,E.Leclerc @® Arras _—_ De juillet 2022 4 aout 2022,Experience
29826,"(2 mois) Agence de la Providence, Saint-Denis, Ile de la Réunion.",Experience
25213,"@ Configurer, paramétrer",Education
32531,Logicielinterne a,Skills
16263,Juin 2018 — 4 semaines * LA POSTE MONTREUIL SUEUR (Paris),Experience
27298,"- Mettre en place des activités pédagogiques, accueil des enfants, aide et soutien aux activités",Experience
5802,e Développement d'applications produits et systemes,Experience
18838,= Gestions des contrats de travail,Experience
32660,"SAFRAN CERAMICS, Le Haillan (33) — Alternance",Experience
37061,2008-2011,Education
22637,v Réfection compléte du moteur camion IVECO 380.,Experience
175,ETABLISSEMENT FRANCAIS DU SANG (EFS) - Alternance,Experience
22670,= Pratique des normes HACCP,Skills
30035,*  Suivre l'état des stocks,Skills
24683,Arabe : couramment,Skills
744,"PHOTOSHOP, INDESIGN",Skills
21735,DEUG AES (Administration économique et sociale) Université de Reims,Education
33101,- Recrutement — Formation — Animation,Experience
29414,"-Ouvert aux autres -Animation de communauté (réseaux sociaux, Trustpilot...)",Skills
7703,Sn OSC),Skills
18068,"Groupe de distribution de piéces automobile, suite a la fusion des unites de la Tour du Pin, Bourgoing",Experience
33912,Mai 2018 Mission Intérimaire Société Lydall,Experience
11845,"(Fabrication, préparation et vente des produits)",Experience
2519,- Création de tableaux de consultation :,Experience
5058,- Assister le commercial,Experience
21771,"Téléconseillére appels entrants, WIZIOU Bordeaux | Septembre 2022-Janvier",Experience
30978,Marseille Agent d’Entretien et Plongeur : En tant qu’Agent d’Entretien j’ai assuré le nettoyage,Experience
34042,e Former et sensibiliser les nouveaux embauchés a I’ activité,Experience
37597,"Fabrication et distribution de systémes destinés au traitement des eaux de piscine CA 12ME,",Experience
12023,"déclaration de TVA, salaires.",Experience
7095,e Création de site Web & Community Management,Experience
15426,Conduire un véhicule nécessitant une Autorisation,Skills
15674,Obtention d’un brevet technicien supérieur en Commerce,Education
1574,Saisir les informations administratives,Experience
34851,clients » et mettre en place les . procédures standards et v,Skills
9541,¢ Maitrise de Linux et Windows,Skills
30883,2015-2017: BTS en Maintenance Industrielle » (MI),Education
3223,Créative,Skills
23717,Avril 2017 Boulangerie (fournil de David) 4 Eysines 33320,Experience
8457,DUT Réseaux et télécommunications,Education
33817,Mention Bien,Education
15512,oO. Pointage/Lettrage,Experience
31527,e Time Management e Multi tasking e Scheduling,Skills
19277,"= 1996 : BAC Génie Mécanique Productique - Lycée J. Haag, Besancon (25)",Education
4488,Employée polyvalente,Experience
25840,> 1982 a 1983 Chauffeur Poids Lourds ARMEE DE TRIN — 54 TOUL,Experience
17962,2002 - 2003,Education
33362,= Commandes groupées,Experience
8058,+ Traitement des réclamations clients,Experience
10483,ala Rochelle,Education
1842,Cc,Skills
25440,Tenace Innovateur,Skills
5690,plusieurs taches a la fois,Skills
30866,Allemand : A2,Skills
1601,Dipl6me d'ingénieurs généraliste,Education
18534,légales pour parution dans le journal,Experience
24930,-  Pilotage de missions de commissariat aux comptes :,Experience
36392,iAnimate,Education
25311,THOMAS PROPRETE | 2006 - 2018,Experience
3244,Faire des retouches,Skills
34494,"archivage, prise de réservation...).",Skills
32985,"Montpellier, France | 2020 - 2022",Education
21167,Sté REUNIJARD,Experience
3962,"El 180° Sunset Bar | Mykonos, GREECE",Experience
26918,EE,Skills
11818,ECM Dijon / CNAM PARIS,Education
22664,85600 MONTAIGU,Education
10022,2017 application and database creation and administration,Experience
16516,etc),Experience
14144,Renouvellement du Comité Social et Economique.,Experience
36754,de commandes en entrepét inclut (CACES 1A et 1B),Education
3019,e Aide ponctuelle d'accueil clientéle,Experience
22979,émises par les RH sites et les salariés,Experience
28373,St Médard d’Eyrans % Opérateur machine numérique P2 COEF.190,Experience
18250,« Vigilance et Rigueur,Skills
1233,- Readjustment of the motorization and implementation of energy,Experience
11992,AIME,Experience
34539,Auberge Bon accueil - Castellane (04),Experience
18671,PROPRIETAIRE ET GERANTE DE L’ETABLISSEMENT DROPZONE CLERMONT- FERRAND,Experience
17989,Infographie et vidéo :,Experience
424,e Conseil et orientation des clients,Experience
18152,SECRETARIAT ),Education
13083,2017 Serveuse — Saines Saveurs — Bordeaux,Experience
4118,e gérer le service dans sa totalité (administratif et financier),Experience
809,Certification RNCP niveau II (Bac+3/4) en Alternance,Education
35443,2semaines LYCEE PROFESSIONNEL LA FLORIDE Marseille,Experience
15067,"Société Lotras sarl, Casablanca",Experience
34606,Depuis 2014 Préparation du dipléme de Psychologue du Travail,Education
11252,Cea val a,Skills
25950,"* Gestion de comptes, déclarations fiscales, processus prévisionnel et contrdéle des crédits pour l’Espagne et la Grande-",Experience
27907,2013 MARES. Perpignan. GENIE CLIMATIQUE. CVC. Plomberie. Plans. Détails.,Experience
1208,demande - Marketing - Communication,Education
11203,¢ Gsuite,Skills
36785,- Rassemblement des produits commandés (faire sortir d’abord les,Experience
30872,René Cassin- STRASBOURG,Education
37533,"= 07/1985-01/1987 Secrétaire Comptable CELDIS INDUSTRIE, Vitry Sur Seine (94)",Experience
35321,Renouvellement Mars 2019,Education
20170,Gestion d’un centre de ressource en autonomie,Experience
35407,= Analyse de données comptables,Experience
14244,"Vente, prospection, livraisons.",Experience
21623,de commergants et de PME (en appels sortants).,Experience
1929,2017 4 2020,Education
34227,Certificat Obtenu,Education
28075,en Guinée,Education
29488,CDD Ferronnerie IHLI Vendenheim,Experience
37056,Université Paul Valéry - Montpellier,Education
30414,"Gestion des préts, locations et mails.",Skills
31152,"Missions : Mise a jour des bases de données, réalisation de",Experience
21883,- Mise en place d’une veille documentaire juridique et fiscale,Experience
20859,suivi de la facturation et reglement des organismes payeurs),Experience
11320,BEB,Skills
17697,% Chef d'entreprise,Experience
33506,équivalents) -,Education
21715,fluviales avec pré ou post acheminement des marchandises,Experience
16314,"¢ Montage de cuivres pour circuits frigorifique,",Skills
4568,ATIM Radiocommunications Villard de Lans,Experience
6599,"© Oncologie secteur essais cliniques (ARC) : saisie de données,",Experience
1847,"Matlab, Simulink",Skills
27140,"- Suivi et gestion des projets de construction : Contréle des coits,",Experience
15615,Avril @ septembre 2007 : Assistante commerciale - Papeteries La,Experience
6063,"Cognitique ENSC, Bordeaux INP (33400 Talence)",Education
2188,"MCO, Management Commercial Opérationnel",Education
31911,"Techniques: lecture de plans,montage de réalisation",Skills
2781,d'embauche,Experience
37322,"- création d’un fichier prospects, des outils d’aide a la vente sur Word, prospection",Experience
34130,2004-2006 Baccalauréat Professionnel Secrétariat — Lycée Marcel Dassault 4a Mérignac,Education
2560,MASTER MARKETING COMMUNICATION,Education
16216,Affak School Alger,Education
17047,"fonds européen (Cnam,",Education
25904,"e Estimations et optimisations des coitits de constructions, réalisation de ratio et d’analyse",Experience
25265,ventilation.,Skills
31715,- AOUT 2013 -NOVEMBRE 2013 — Volvo Truck Center — Saint Herblain (CDD),Experience
5612,Outils site web : WordPress,Skills
31092,Afrique de I'Ouest),Education
31414,> Vérification des adresses,Skills
25489,Y Polyvalence,Skills
12432,* Anglais - Intermédiaire,Skills
11363,e¢ Gestion d'équipe,Experience
21812,ORVAULT),Experience
34788,fluide,Skills
33607,"2012-2014 | Graphiste & Designer produit, Produit promotionnel chez IdexCo, www.idexco.com",Experience
9635,automates...,Experience
24605,Décembre 2020-,Education
10549,28/09/2020-01/07/2022,Experience
7256,"Repérage des chambres, balisage, tirage de fibres optiques.",Experience
35185,"En paralléle de la restauration, j’ai travaillé dans le monde de la nuit comme disque jockey et barman pendant 5 ans, j’ai",Skills
26850,= Organisé,Skills
5928,"e Contrdler les teneurs en eau, protéines et cendres des farines et des |",Experience
1833,L'Escale - Cap-Ferret 2014 - 2016,Experience
31359,"¢ Gestion litiges, Impayés",Experience
11482,-Théoréme de Laplace,Skills
13691,e —Prospection téléphonique et terrain.,Experience
16906,e Année e Licence 1 Informatique - Mathématiques - Mécanique -,Education
4872,"e Wordpress, MailChimp, Kine",Skills
36916,e Electricité de batiment et industriel.,Skills
1472,2020 - 2021 Université de Toulon,Education
29807,Réunion.,Education
28779,2009 e BAC PRO MAROQUINERIE - BAC OU EQUIVALENT - MAROQUINERIE,Education
11746,Anglais - Espaanol,Skills
19777,¢« Bonne communication,Skills
6692,LIDL | Sept 2020 - mai 2021,Experience
17250,-Réalisation des déclarations d’accidents de travail,Skills
35862,Attestation informatique C2i (Excel),Skills
35813,Université de Grenoble,Education
8662,[Ps]pHoTosHor QJ tustratos,Skills
5314,l‘esprit sur la notion de la science politique et son cortege de,Education
11657,Realised graphism and photomontage of food packaging,Experience
35090,"Création de supports de communication (charte graphique, programmes, kakémonos, flyers etc...)",Experience
10459,"~ « Bénévole, encadrement de cours d'anglais de 15 éléves de 5 a 14ans",Experience
33103,- Mise en place des objectifs,Experience
30293,Saisir des documents numériques (Non évalué),Skills
18795,2013 - 2015 A,Education
8069,"Sanofi, Val-de-Reuil (27) : Ingénieure Amélioration Continue Logistique",Experience
5819,"10/2001 - 06/2005 - Essilor, Saint Maur des Fossés (94)",Experience
13188,Excellence dans les,Skills
12331,¥ Gestion du budget du projet,Experience
27395,2015-2019 : Licence STAPS Parcours Management du sport,Education
5136,Initiation,Skills
8746,"supports pour un séminaire : affiches,",Experience
23492,"personnel,",Skills
9147,"Lycée Janson-de-Sailly , Paris (75)",Education
1440,2020-2021; Master | Ingénierie de Projets er,Education
13714,d’éléments préfabriqués et suivis de chantiers,Experience
31064,d' étude structure SIRR Ingénierie.,Experience
1206,Réseaux et transports urbains - Gestion des,Education
28261,collegues. (Ouvertures cartes Castorama supérieure a l’objectif).,Skills
16127,- Anglais courant et notions d’espagnol,Skills
35994,"Grande capacité d'adaptation, gott pour le travail en équipe",Skills
26193,conftirmé,Skills
11932,Stage en Biologie Clinique - Laboratoire de Toxicologie,Experience
9600,BGE Hauts de France 09.2019 - 08.2021 Alternance,Experience
12827,= Réception des appels téléphoniques,Experience
21506,Projet d'optimisation des écarts de temps de préparation de commandes sur SAGE Gestion de Production :,Experience
32346,"- Dynamiser, coacher et manager les",Skills
13479,e Mise en place des stratégies de tests,Experience
27694,Accueillir la clientéle,Experience
14724,GENNEVILLIERS (92),Experience
12271,isolation haute température travail- matériaux/ Process de fabrication / CAO & lant sur les di érentes,Experience
10197,"Le Coupe Gorge, Paris | Juin 2022",Experience
15807,Sept16  - Tentative de Création d'entreprise,Experience
34691,Espafiol EED,Skills
21616,vente et des régles de paiement.,Experience
14187,"- Responsable de l'approvisionnement magasins, Gestion des arrivages et des pénuries en lien permanent avec les Achats.",Experience
20275,2008/2010 Commerciale sédentaire,Experience
37337,espagnol (langue maternelle),Skills
26858,= Résolution de probleme,Skills
36348,* Gestion administrative des commandes et des livraisons,Experience
27688,Nautique Etienne Gagnaire,Experience
37051,Deuxiéme langue : Espagnol / niveau B1,Skills
33647,CE - BEPC,Education
14910,"de systéme et installation de logicielles (Word, Excel, PowerPoint, etc...) a Bejaia",Experience
28344,": les non-conformités piéces achetées, lance le tri, certifie que les",Experience
5090,Deuxiéme année de cycle préparatoire intégré option BTP,Education
26033,Administration Infrastructure et Sécurisées,Education
6466,Spécialité Gestion finance,Education
21037,2007 Geodis Evolution cursus ISC Paris,Education
8936,"en rayon, Caisse",Experience
1315,"Exchange Semester Lublin, Poland",Education
26297,Accueil téléphonique et,Skills
9223,2022 mar-aout | STAGE,Experience
25370,Opérateur offset,Experience
10352,° service des Sports,Experience
8074,© Analyse des risques de formation de Nitrosamines dans les procédés de,Experience
27595,COMPTABILITE,Education
20261,"Excellente maitrise des outils informatiques : Excel, Word, PowerPoint, Outlook,",Skills
15598,fournisseurs,Skills
37413,e Formation des nouveaux embauchés dans le rayon,Experience
17171,° Réceptionner le chantier,Skills
13578,"prospect ; Présenter des produits et services, Réaliser un suivi d'appel",Skills
14909,> 2010-2012 EMPLOYE dans un Cyber (Aouchiche Nora) maintenance et informatique,Experience
1046,C++ / C+ @@@@000000,Skills
21060,"Croissance compte clients Nike, Sanofi, Lewis, Canal +, Moviento, 3M.....",Experience
21588,l'agence.,Experience
14941,"Utilisation perceuse visseuse, remplacement serrures,",Experience
29072,- CDI Réceptionniste a l'hétel Bristol de Montbéliard (un peu,Experience
3138,"Linux OS, lOT, MQTT, Git/GitHub, CLion IDE, SQL Database.",Skills
29419,"e Accueil et réception physique et téléphonique, conseils, facturation clients",Experience
36071,"responsable, autonome, consciencieux , réactif, maitrise des outils informatique, sport en",Skills
1772,STAGE TECHNICIEN SUPERIEUR DE DUT,Experience
24797,2015/2016 : Master 1 en neuropsychologie et psychologie cognitive Lyon 2.,Education
33799,75% 100%,Skills
1287,* Reception of visitors and information about the evening,Experience
3948,"El Digital Virgo S.A | Madrid, SPAIN",Experience
17020,Management :,Skills
2621,Frangais : langue maternelle,Skills
13291,( école de formation professionnelle unibeauté ),Education
14814,Carrefour - Marseille (13),Experience
27844,e 2018 BEP Secteur Tertiaire - Lycée St,Education
23180,"Mise en rayon des marchandises Etiquetage, réception de marchandises, gestion des stocks, Préparation, expédition et",Experience
12017,Espagnol =,Skills
33357,2017 Pharmacie Ben Moussa Habib Officine avenue des palmiers Sousse -,Experience
36354,Anglais,Skills
2238,"CSS, JS etc.)—Culture numérique—Culture éditoriale-Community management—XML et Automatisation de flux—Réalité augmentée (ARGO) et",Education
20332,"EMCI Réseau La Salle, Saint-Etienne",Education
37364,Mise en rayon.,Experience
1205,"WATER Université Lumiére Lyon II, Lyon (69)",Education
26673,e 9Ans d’expériences,Skills
21867,Principales responsabilités :,Experience
29401,"Castorama, Créteil 94 - Adjoint Responsable rayon technique",Experience
23607,imprimeur).,Experience
30602,e Gestion:,Skills
23721,Juin-octobre 2019 Kapital Kebab ( Bordeaux ),Experience
32604,"-  Equipier polyvalent (boissons, frites, uber, gestion de la salle)",Experience
16780, Tenue des stocks et plannings de livraisons,Experience
29944,- Remplacement temporaire de gérants de magasins de proximité,Experience
15737,J,Skills
24163,e Deéfinir la politique de recrutement en fonction des axes stratégiques de,Experience
28370,Sur la CUB % Auto entrepreneur,Experience
12964,septembre Simulation numérique du Laminage a froid des soudures austénitiques.,Experience
9999,_ VISION / University of Paris,Education
24898,e Création de composition florale,Experience
3825,Presentation of companies products. Selection of course,Experience
30603,"Etablissement et suivi du budget, fixer les prix de vente, contréle des",Skills
33391,"Logiciel de gestion des malades, stocks,",Skills
24806,"(jeunes enfants, adolescents",Skills
36776,C2 : Niveau tout comprendre sans effort s'exprimer,Skills
9144,biotechnologie,Education
22987,élaboration plans de formations et suivi visites médicales,Experience
14582,2018-2019 : Travaillée a Burger King situé a Pierre-Bénite pendant 2 mois en juillet et aout,Experience
8896,= Communication avec différent profils de patients.,Experience
34799,des outils de marketing automation et webmarketing (voir colonne de droite).,Experience
10011,aves + Using deep learning approaches and machine learning,Experience
7683,(titre RNCP niveau 6),Education
15070,physique-chimie,Education
37288,- | Rendre compte de son activité,Experience
36606,anticipations des éventuels dysfonctionnements.,Experience
32804,Agent d’entretien espaces vert Mairie Bischwiller,Experience
3054,"ESC Clermont Clermont-Ferrand, France | 09. 2017 - 06.2020",Education
11686,ALLEMAND @@@,Skills
6917,- Data Entry,Skills
28661,DE 2018 a4 2019 /Caps Decors /Architecte d’intérieur,Experience
30198,showroom.affecte aussi a la preparation de commande avec un pda.polyvalence rigueur et reactivite,Experience
6288,- Analyse des données expérimentales récoltées a l'aide de matlab et R.,Experience
37045,Titulaire du CACES 1,Skills
14007,* Connaissance et respect de la politique commerciale du magasin et des normes,Skills
5274,LABORATOIRE CENTRAL DES TRAVAUX PUBLICS (L.0.T.P),Experience
14529,"> Harbin Institute of Technology, Harbin (Fall 2014)",Education
18533,"¢ courriers, congés, notes de frais, mise a jour du registre du personnel, saisie d’annonces",Experience
21680,sécurité,Experience
24954,Administratif Gestion,Skills
28111,stockage de masse,Experience
28219,"- Production de bilans et présentation a nos clients (sponsors,",Experience
12965,2019 - Développement d’un modéle numérique du procédé du laminage des tdles soudées sur,Experience
749,-Développement Back End :,Skills
22034,Vv Utiliser et actualiser le systéme de gestion de production.,Skills
3437,Janvier 2020-Janvier 2021 Responsable projets Installations Générales chez NORGAL pour SEGULA technologies,Experience
12344,Conception et design d’applications métier déployées dans plus de 100 établissements ;,Experience
27194,Auto distribution : Commercial.,Experience
28434,GUADELOUPE,Experience
8912,MBA 1 et 2 de sept. 2020 a sept.,Education
25756,Réalisations,Skills
12620,INNOV’NATUROPATHIE,Education
12517,"- Create, develop, evaluate, and define design concepts and translate them",Experience
6210,+ English and Literature classes,Education
13616,2003 UNICEF,Experience
18736,collaborateurs pour les faire évoluer.,Skills
9347,"Cuisinier prestataire, emploi étudiant les week-ends",Experience
31967,"Techniques: dessins en perpectives, travail",Education
10667,Missions pour différents traiteurs principalement a Paris :,Experience
6027,Renault Retail Group (France),Experience
3699,e Développement d'un serveur FTP (File Transfer Protocol) en C,Experience
35738,¢ LYCEE JEAN VIGO (MILLAU) OBTENTION DU BACCALAUREAT ECONOMIQUE ET,Education
1329,3) - Excellence Course- High Honours,Education
14034,- Created an outstanding customer experience,Experience
28622,Chargé de clientéle/Attaché commercial,Experience
5125,e Dimensionnement des piéces,Experience
1571,Assurer le service d'accueil et de dispatching,Experience
22073,19 Logements neufs en R+2 avec parkings au R-1,Experience
29570,dons fait par des particuliers et des entreprises,Experience
27741,"Utiliser du materiel spécifique : Photocopieuse, standard, fax Tenir un journal de",Experience
35047,"Lycée Charles Peguy,",Education
24119,* Mettre en place les outils de mesures et suivre la conformité,Experience
21531,* Formation quotidienne des collaborateurs sur les nouvelles technologies du secteur du,Experience
31242,Agence YOU | Paris,Experience
27320,Mars /Juil 2014 Obtention diplome Auxiliaire de vie,Education
21459,Pack office,Skills
22267,Année : 2014 Dipléme : Master 1 Sociologie du Travail et ressources humaines,Education
20604,"-Réalisation de finition sur vétements (ourlets,",Experience
34666,75008 Paris,Experience
25962,actuel.,Experience
35145,Lycée Jean Bodin Les Ponts-de-cé,Education
11850,* 08/2021: CDD 2 semaines Centrakor - Saint-Gildas-des-Bois,Experience
8449,- Installation de systémes de téléphonie Alcatel,Skills
14624,"(Tchad), du 10/11/ 2021 au 10/04/2022",Experience
15542,Stagiaire service comptabilité et RH sept. 2016 - nov. 2016,Experience
2202,visuels,Experience
3477,Janvier 2006 — Juin 2006 : Chef de Projet installation générale IMPAC INGENIERIE Salon de Provence,Experience
19533,Langues,Skills
8265,* Bac ES mention bien,Education
15628,1981 & 1983 : Préparation du Baccalauréat Sciences Médico-sociales,Education
12049,"informatiques (Excel, Word,",Skills
201,Accompagnement des cadres commerciaux dans les organisations audovisuelles et,Experience
695,Assistant Webmarketing Manager Esport Laveur de vitres (saisonnier),Experience
13776,PROFIALIS site de Clerval (25). Production (extrusion) de profilés PVC http://www.profialis.com/fr/,Experience
32937,Accompagnements des personnes a mobilité réduite,Experience
1428,Depuis 2020: Secrétaire chargé de l'animation des,Experience
18861,"(personnel, matériel, location)",Experience
8551,Mécanismes levées de fonds et,Skills
3733,e Distribute food and other essential items to the,Experience
25365,(Unis-Cité 93) /,Experience
29496,"- Allemand, Alsacien",Skills
14213,"-Application de la politique de l'entreprise, respect du merchandising, Mise en place des opérations commerciales,",Experience
13002,wolof,Skills
27556,Palissage 2018,Experience
17011,synthétiser les données budgétaires ; produire les documents de synthése,Skills
10719,Lycée Vaucanson — Tours (37),Education
15264,"2004-2008 —LYCEE BILINGUE ITALIEN-ALBANAIS, FAIK KONICA : KORCE, ALBANIE",Education
21656,Gestion de qua —,Skills
34956,Du 6 janvier 2020 au 31 aott 2020,Experience
6019,"* managed physical files (scanner, store, archive verification)...",Experience
9891,Décrire l'environnement de travail du tuteur de stage.,Experience
33545,- Relation clientéle,Experience
27164,Cimenterie Nationale (15M$),Experience
2450,"Juin 2017: Pharmacie, Bourg-Saint-Maurice",Experience
1504,Stagiaire au sein d’un laboratoire dans |’université de Aalborg au Danemark. Le,Experience
28775,02/2014 EMPLOYEE POLYVALENTE,Experience
27033,COMMERCIALE EN MAISONS INDIVIDUELLES -MAISONS SANEM,Experience
6990,Initiation aux marchés publics,Experience
19408,Université Lumiére de Bujumbura-Burundi,Education
23169,"Responsable a charge d'une équipe composée de 20 employés et 10 intérimaires, mon travail consiste a organiser les plages",Experience
11804,Orange ProPME (2018 - 2021),Experience
33385,Trés bonne maitrise,Skills
11758,- Accompagner le pilotage et le management de la maintenance d’une turbine de 130 MW,Experience
4129,e écouter et comprendre les demandes des allocataires,Experience
11021,"LA TESTE DE BUCH, FRANCE 05/2021 - 08/2021",Experience
36529,"formation, suivi du budget et bilan",Experience
23159,"- Elaboration d’un profil type pour le travail de nuit : benchmarking, veille",Experience
766,e Word,Skills
26750,- Remplacement des ventilateurs des vitrines chez (LECLERC) 4 FRANCOVILLE 95,Experience
20830,organiser le planning du personnel,Experience
28007,D'avril 2019 a mai 2019,Experience
24130,"ANCEL (67), Alimentaire",Experience
31432,"> Veiller ala qualité des chargements, au respect des délais et des instructions",Skills
6294,+ Mise en place d’une expérience scientifique en pupillométrie pour détecter des signes pupillaires de traumas craniens.,Experience
10870,SPREADSHEET,Skills
25872,"07/2005 — 08/2006 : Différentes missions en intérim a Verceral, Calberson, Hillebrand, Plet",Experience
36804,relevé de banque et de caisse- Enregistrement de déclaration de TVA-,Experience
325,Av 16/08/2018 Magasinier,Experience
21936,"Respecter les procédures, Collecter, enregistrer, contrdler, corriger et/ou modifier les bases de données,",Experience
22593,"l'‘approvisionnement, etc. Puis construire une stratégie achat en fonction",Education
3689,e Développement d'une API(serveur) avec Node.js et Mongodb,Experience
35083,Constructions et écriture de recommandations commerciales,Experience
24215,"= Procéder a la construction, a l’animation du processus budgétaire, Forcast et Reforcast",Skills
11186,Baccalauréat Sciences et Technologies du Management et de la,Education
41,¢ Chef d'atelier dans Il'ameublement PVC - 2003/2022,Experience
5831,"techniciens, en direct et en transverse)",Skills
20164,QUADRAPAIE / QUADRACOMPTA,Skills
22120,Super U,Experience
28157,* Suivi de l’entretien des camions,Experience
30570,"Travail en équipe, sens du contact, organisation, faculté d’adaptation, dynamisme, réactive et",Skills
6595,EXTERNE EN PHARMACIE,Experience
28668,¢ Elaboration des devis et des factures,Experience
8229,» Mise en place d'une campagne emailing,Experience
35811,Gestion Grenoble en économie et,Education
35127,"Nettoyage quotidien des sanitaires, la piscine, travail",Experience
33648,"CAP de plomberie sanitaire , maconnerie ,",Education
9760,Nontbonnot - Eté 2021,Experience
11233,Licence 1] - LLCER CHINOIS,Education
27762,utilisation d'outils informatique ———————,Skills
16485,Préparation au CAPES (concours du professorat 2nd,Education
24467,pilotage performant de la dynamique commerciale,Skills
22562,Animateur Radio (Bénévolat),Experience
34612,1991 : Magister et licence de Physique et Applications (niveau) - UHA Mulhouse,Education
28593,Réalisation d'une étude de marché pour l'entreprise Rostaing.,Skills
29209,09/1999 - 12/2005 _ Chef d’équipe.,Experience
10019,SOFTWARE ENGINEER INTERN,Experience
18270,e Suivi des commandes,Experience
14371,"-Découverte d'un cabinet pluridisciplinaire (Droit civil,",Experience
30108,décapage de la mousse).,Experience
37332,Option communication commerciale,Education
10573,+ Vente de prestations et encaissement des clients,Experience
2720,Informatique :,Skills
10162,Missions :,Experience
5955,Outils de la qualité industrielle,Skills
12912,* Coordination des services,Skills
35480,Rueil Malmaison (92),Education
19081,- Animation d’un processus d’ordonnancement et de moteurs thermiques,Skills
16189,sociale.,Experience
33093,2019-2020 Dipl6me:BACCALAUREAT SERIE S2 .,Education
18478,Francais,Skills
19639,Arménien Frangais,Skills
31978,"mesures ,plans a |’ échelle,smaquette de",Education
27650,"Nettoyage et rangement de la cuisine, de la salle et des zones de stockage",Experience
31083,"Diverses expériences professionnelles : Agent de sécurité, Evénementiels,",Experience
18059,9 millions d’euros et 139 salariés),Experience
6084,"> Modélisation mathématique,",Skills
15763,e Bases de données : SQL,Skills
28657,"¢ Gestion des projets (plans 2D, 3D, sélection des équipements et des matériaux, DCE,",Experience
6952,"septembre | Faculté des sciences et technologies Nancy, France",Education
35647,Formation et obtention du CACES 2014,Education
32838,Responsable commerciale Nord multitubo systems génie climatique,Experience
34608,2008 Niveau : Titre de Responsable Ressources Humaines (Bac +4),Education
9690,» Géosciences » Surfer GED » Allemand (A1),Skills
24887,Logiciel de programmation pour MMT | CALYPSO,Skills
36318,(Débutant),Skills
2844,e régulations des moteurs,Skills
36600,"Y Gestion de projet (cycle en V), Microéconomie, Comptabilité, Contrdle de gestion, Fiscalité, Marketing.",Education
13043,= Pharmaceutique : Ms pharma.,Experience
22644,"Y Contréler, mesurer et réparer les circuits hydrauliques.",Skills
23043,> Responsible for CITRIX XP Presentation Server Farm,Experience
36898,Missions,Experience
20394,"-Respect de la politique et des objectifs qualitatifs commandes et suivi des délais,",Experience
22411,-Accueille le client et enregistre la vente d’articles,Experience
37417,"e@ — Juillet/ Aodt 2007 : Conditionneuse, CPS Technologie",Experience
20410,"conseiller utilisation produits, lentilles, lunettes",Experience
29682,"Avants projets, permis de construire, plans d'execution, concours.",Experience
33162,Licence en Droit Université du Maine Le Mans / Juillet 2016,Education
829,- Gestion de l'image de marque,Experience
7808,-Programmation des maintenances,Experience
185,Diol6me obtenu,Education
