text,label
compétences dans l'utilisation du Pack Office et 4 les mettre en pratique en effectuant un,Education
Aout 2003 - Juillet 2004 Chef de rayon,Experience
Missions d'intérim et emplois saisonniers,Experience
"Gestion de colis postaux, gestion d’articles publicitaires, travail sous-traitant.",Experience
* Met en oeuvre le planning quotidien d’appels dans le respect de la productivité,Experience
Visite de biens et estimation,Experience
avec les infrastructures de loisir.,Experience
INNOV’NATUROPATHIE,Education
marquage/personnalisation,Experience
"e Accueillir, conseiller et fidéliser la clientéle ¢ Mailing promotionnel",Experience
Gestion des réseau sorta’ planning éitorial,Experience
MAX LINDER,Education
Réceptionniste en Hotellerie,Experience
"Crédit Mutuel du Sud-Ouest, Bordeaux",Experience
2014 -2015: Mise a jour FIMO pl- bus,Experience
> Francais : Bilingue,Skills
"Esprit d’équipe, Force de proposition.",Skills
Rails eee0ee@,Skills
"Institut Léonard de Vinci, Nanterre, France 2022",Education
"@ Etablissement des dossiers de portés : contrats de travail, conventions, inscriptions a la prévoyance groupe, déclarations d’embauche,",Experience
"* Réaliser les essais en dynamique rapide et les essais quasi-statiques, SOLIDWORKS,",Skills
Septembre 2004 - Aout 2006,Experience
= Formation Techniques de Vente,Education
-Agencement de l'officine et classification des médicaments,Experience
- Vérifier tout les soirs le montant de la caisse,Experience
"d'une lecon' d""étude du milieu et d'une lecon d' éducation musicale",Education
"Lycée Marie de Champagne , Troyes",Education
Animateur de réseau pour la société ALTO (13 départements).,Skills
marques de mode de luxe frangaises et usines asiatiques,Experience
"Apprendre a analyser le besoin utilisateur pour spécifier, Maquetter",Experience
1990-1991 Hétesse standardiste (MATRA COMMUNICATION),Experience
¢ Immersion dans le centre de formation.,Experience
* Rédiger des certificats de conformité pour clients et douanes,Experience
2015-2016: 1'¢ professionnelle au Lycée Orsel (Oullins) Obtentions du BEP,Education
> Création du Service Emploi et Mobilité,Experience
Chatenay-Malabry (92290),Education
"2018 Agent de service hospitalier en EHPAD- ORPEA,69003 Garibaldi",Experience
"Thesis title: ""Exploiting High Performance Heterogeneous",Education
"= Participation ala conception des logiciels, rédaction des cahiers des charges,",Experience
= Accompagnement plusieurs fois par semaine dans,Experience
"Pilotage de production et de projet prototype, Lean Manufacturing, création des documents de production et",Experience
- Business trip en Allemagne (Hambourg) afin d'entamer des pourparlers avec des clients européens,Experience
Engagé = Engagement politique durant deux,Skills
¢ Traitement informatique de fichiers,Skills
"réclamations , ventes additionnelles, challenges commerciaux.",Experience
Réalisation de la prestation d’évaluation et de certification. Suivi de la satisfaction et de la fidélisation de clients. Gestion des certifications :,Experience
Semestre a I'Université Laval (Québec) | Hiver 2022,Education
"Recommandation stratégique, création d’événement de A a Z (brief, veille, étude concurrentielle, conseil,",Experience
"Pratique des soins visages, corps, épilations / Onglerie.",Experience
— - Organisation des rencontres des femmes suivies dans le centre,Experience
"Claire Chevalier. Ruiselede, Belgique.",Education
"(Mise en rayon, encaissement...)",Experience
bon niveau),Skills
"2019 American Vintage, Stagiaire :",Experience
Journal L’UNION REIMS,Experience
"e Connaitre les Logiciels SAP, MOVEX, AS400",Skills
2022/2023 : Chargée de projet / Formation -,Experience
Participer a des webinaires sur les questions du changement,Experience
INTRODUCTION AU WEB,Education
> Organiser les rdv déjeuners,Experience
Le samedi,Experience
Mai 2014 - Juil. 2014 * GolfAsian ¢ Assistant Marketing,Experience
- 2017 formation Start,Education
"» Administration des Prérequis Travaux : VIC, PP...",Experience
"Juin 2015 Grand Optical, centre commercial Carrefour Ecully (69130)",Experience
- Langages de programmation :,Skills
salaires - participation a l'organisation des élections du CSE - suivi des dossiers de,Experience
"Mémoire sur ""La mise en demeure""",Education
"e Réalisation, mise & jour et diffusion de",Experience
Maroc,Experience
Stage de fin d'étude,Experience
"Employé polyvalent, contribution premiére ouverture du restaurant L’EMIL’S a Calvi, de Mai a",Experience
¢ Orientation des nouveaux employés,Skills
9 ETS LA PERSEVERANCE Gestionnaire de stocks et,Experience
"» Gestion de projet : Metnoae Agile,",Skills
04/2000 - 06/2000 : HARCHIS ECOLE ST FRANCOIS,Experience
1996-1997 -DEUG de Géographie (Université de Nantes),Education
Espagnol (B1) ===D>,Skills
2019 | HND Negotiation and digitization of the Customer Relationship,Education
e Surveillance magasin,Skills
04/2013-12/2014,Experience
"Langues: Anglais : moyen (lu, parle, ecrit)",Skills
"Lycée Montesquieu, Le Mans",Education
e Voltaire : 8300/1000,Skills
- Animation de processus de gestion des modifications - _Interprétariat lors de réunions de travail et de,Skills
"1995 a 2001 Employée service arrivage / Opératrice de saisie Transports Alloin, Holtzheim",Experience
Gestion réglementaire et contractuelle,Skills
Peintre en batiment de juil. 2020 a aout 2020,Experience
- Définition et mise en place de la stratégie commerciale,Experience
Lycée SaintJoseph Reims,Education
> Sponsoring,Experience
+ Sampling,Skills
AGENT DE BILLETTERIE,Experience
¢ Change of boilers in private homes (2021),Experience
"Maillage : Hypermesh, Ansys, Catia",Skills
RESPONSABLE DE MAGASIN,Experience
"Scanetik, Lille",Experience
"Sociologie de travail, Intelligence économique, Fiscalité, Anglais des affaires",Education
mon poste : Employé commercial saisonnier,Experience
« Support au service qualité sur la validation de la conformité des tests fournisseurs,Experience
- Photographie (photographie produits + - Analyse et compte rendu des,Experience
"agendas et déplacements, planning.",Experience
> Elaboration des comptes,Skills
CNED,Education
-Réalisation du bilan de formation -Création de supports d’information sociale,Skills
-CAP en maintenance automobiles option b,Education
» Gestion de planning,Skills
- In charge of fuel quality control,Experience
"aliments, Option aliments et processus",Education
11/2016,Experience
"Mars 2014 : Manutentionnaire, Décathlon campus, Villeneuve-D’ascq",Experience
e Débarrassage et redressage des tables,Experience
v Mise en rayon d’articles destinés a la vente et nettoyage des locaux,Experience
Londres et primaire,Experience
* Explication du fonctionnement du matériel aux patients,Experience
Pratiqué depuis 2013,Skills
formation - sourcing recrutement (création et diffusion des annonces) - veille,Experience
de 2011 a 2017,Experience
"Procédure d'exécution, Mode opératoire, Plans de fabrication.",Education
Bonne communication et présentation,Skills
Décembre 2021 - Novembre 2022 (1 an),Experience
De Septembre 2020 a Juin 2021,Education
Anglais Es,Skills
¢ Gestion des tickets,Experience
* Préparation de devis pour la location de salles de séminaires ou l'organisation d'expositions d'art,Experience
"personnes, travaillant pour un client pendant 1 an",Experience
2007 — 2010 Baccalauréat Sciences et Techniques de I’Ingénieur en génie civil,Education
e Négociation des garanties et des conditions de prét,Experience
e Vente de vins et de surgelé aux particuliers,Experience
= Réception télephonique,Skills
"Méru, Picardie",Education
Animation et formation d’un réseau de prescripteurs,Skills
"Systéme d’exploitation Solaris, Windows NT, VMS, UNIX",Skills
e Gestion des fournisseurs et transporteurs.,Experience
"décembre 2020 a e« Préparer les commandes Web, Mettre en place",Experience
Conception d’un projet de signalétique patrimoniale au,Experience
¢ Autonome,Skills
2019 > Caces 1-3-5,Education
marchandises),Experience
"Levée de corps,",Skills
"v Rigueur, polyvalence, Rapidité",Experience
Designe des faires-parts (invitations & mariages) ;,Experience
2011 - 2014 @ Master- Ecole de commerce,Education
= Espagnol Wee,Skills
- Analyse des besoins opérationnels et création de rapports ERP,Experience
psychiatry,Experience
2009 - 2010: Premiére année de médecine 4 Université,Education
2014-2015 - Obtention baccalauréat littéraire,Education
"2019 Press Relations Officer - CHARI-T Media, Paris (FR) (4 months)",Experience
= Management d’une équipe de 9 personnes,Experience
"- Calcul du solde comptable des mouvements d'espéces,",Skills
a Capacité de décision et analyse,Skills
Espagnol - niveau B1,Skills
"Contréle qualité, vérifications des",Skills
-Croisement et castration des plants de mais,Experience
6 eeceee,Skills
"qualifications téléphoniques, entretiens physiques, Accompagnement des",Experience
09/2016 — 03/2018,Experience
BREVET DE SECOURISTE,Education
D'avril 2021 a Equipier polyvalent,Experience
"- +12000 K€ annuel de CA, croissance annuelle de 4%",Experience
1997 TECHNIQUES DU COMMERCE INTERNATIONAL - AFPA — Vénissieux,Education
e Développer et gérer le portefeuille candidat.,Experience
“+ Gestion de l’affranchissements,Experience
"informatique,loi IRSA,Loi",Skills
SAP consultation,Skills
e Diverses taches RH,Experience
Cm Oxss),Skills
"Intervenant lors de séminaires d’éclairage architectural d’extérieur. Création des catalogues,",Experience
| 2021,Education
"2005-2007: BTS Management des Unités Commerciales, IRETS Saint-Quentin",Education
"Supervision des équipes administratives, restauration et technique",Experience
e (nettoyage du magasin),Experience
e Mise a jour de la base de données sur Excel,Experience
motos et vélos.,Experience
Responsable Marketing Digital et E-commerce / Partedis Bordeaux,Experience
Histoire de |’ Art et Design: analyse,Education
» Etablir une relation de confiance,Skills
comptabilité),Skills
immobiliére,Experience
"Parakou, Bénin",Education
/Contréles et application de la méthode HACCP en cuisine,Experience
Mai 2014-juin 2017 : Directeur de HUB,Experience
Mars 2003 a juillet 2006 : Directeur du magasin Nature et découvertes de Cap 3000 a St,Experience
"e Majeures en Marketing, Communication",Education
générale- mention Trés Bien,Education
DUT GENIE BIOLOGIQUE | 2012 - 2014,Education
¢ Création d'un environnement sain,Experience
"e Projet CAO : Introduction au BIM, Modélisation 3D sur REVIT, Validation du",Education
Obtention du bac avec spécialité sciences économiques et,Education
"Systéme d’exploitation : Pack office (word, excel, power point, outlook ) logiciel epi-info",Skills
- Intérim (remplacement personnel en congés),Experience
"o Gérer les différentes activités, étre support des chefs de services dans l’application des changements",Experience
"¢ Maitrise du Pack Office (Word, Excel, Powerpoint)",Skills
Travail de manutention.changement du circuit de tuyaux gaz enfouis a 1.5 M de profondeur.aide par un,Experience
"- Anglais lu, écrit, parlé (académique)",Skills
"g Informatique/ Bureautique : Pack Office (Word, Excel, Power point).",Skills
* Organisation et réglementation des essais cliniques,Experience
Maison de retraite brisset Hirson / 04/2016 - 04/2016,Experience
2001 :démonstratrice bouygue telecom,Experience
MATLAB @e@eeee@e@0000,Skills
Tubolaser - Avril 2018 a mai 2018 - Intérim - Lesquin,Experience
= Référent : Ingénieure Manon LAFARGUE,Experience
2012 - 2022,Experience
2019/2020 : Equipiére polyvalente - QUICK,Experience
"- Assurer un role d’interface opérationnelle entre les équipes de la logistique, les achats et les équipes de",Experience
* InDesign,Skills
BUSINESS FOR YOU | 05/2010 - 09/2011,Experience
"* Promotion de |’activite de 'entreprise, amelioration de",Experience
Maintenance automobile,Skills
Anglais B2 : Utilisation quotidienne a l'oral et a I'écrit,Skills
Anglais (B2),Skills
"Concepteur, développeur d'applications",Education
DESTOCK,Experience
"-Recrutements, encadrement de l'équipe, gestion -Suivi clientéle, parcours clients en magasin",Experience
» Commande des fournitures,Experience
« Aptitude a travailler en,Skills
MEDECINE ET DE PHARMACIE,Experience
"Tourcoing, Gérante et Esthéticienne",Experience
"Coiffeuse polyvalente, Co-manager",Experience
Langue Anglais : niveau B2,Skills
Transports N7 a Montagny (2014-2015),Experience
Espagnol : B2,Skills
Savoir-faire :,Skills
e JAVASCRIPT,Skills
> Comptabilisation des factures fournisseurs et execution des commandes.,Experience
*2017- a aujourd'hui Responsable BVP puis Responsable métiers Systeme U Montoir de Bretagne,Experience
Eto Tee eB eeel lel Bus tel dle [terse at),Education
"Vente, mise en rayon, gestions livraisons et commandes, antivol",Experience
consignes sécurité,Skills
Francais 66006,Skills
"Recherches, Rédaction des actes juridiques, Assister aux plaidoiries.",Experience
Zen Organisation - Stagiaire ZEN@®,Experience
+ Assurer le pilotage des flux et le suivi des approvisionnements de piéces prototype et série,Experience
+ Accueil des clients,Experience
2006-2010 : Gicleur polyester en cabine pour,Experience
Posts et programmation réseaux sociaux,Experience
Anglais niveau intermédiaire (B2,Skills
Septembre 2019 - Novembre 2019|Employée polyvalente de restauration |,Experience
"piéces, structures métalliques",Skills
Niveau C1,Skills
relationnel. Esprit d'initiative et discrétion. Qualités rédactionnelles,Skills
l'expérience client,Experience
faibles d'une candidature.,Experience
"personnes agées, préparation des repas, compagnie.",Experience
Garde d’enfant - Particulier - Noisy le Grand (93),Experience
Q 1998 Jardinier — Particulier - Sallanches (74),Experience
e Bloomberg ESG Certificate,Skills
- Mise en place et passations expérimentales d’une étude portant sur la perception des distances peri-personnelle en réalité virtuelle.,Experience
Vendeuse boulangerie,Experience
Télévendeuse — Assistante/Coordinatrice de formation - Ityka,Experience
Allemand (scolaire),Skills
Responsable des systémes d'information et de son amélioration,Experience
e Lecture de Plans,Experience
- Advise on how data driven approaches and Al applications could be applied,Experience
¢ Analyse de dossier électrique,Skills
"Lycée Voltaire, Orléans | septembre 2020- mai 2022",Education
Espagnol : niveau A2,Skills
= 2002-2005 : Intérimaire.,Experience
Université,Experience
"Lycée René Cassin, Strasbourg",Education
¢ Co-innovation en lien avec la R&D,Experience
"militaires, pattes d’épaules etc...",Experience
Comptabilite kkk,Skills
o Campagne de test d’Audit (validation en masse),Experience
Mars 2018 — Aott 2021,Experience
"Préparation des entrées, des plats et desserts",Experience
+ Accueil client,Experience
- Elaboration d’un plan de communication digital,Experience
eo Mise en place de tutoriels trilingues et de supports back-office.,Experience
e Remontée du compte de résultats,Experience
e-iolet TSI SRI (ole),Education
2022 — 2023,Education
NOM DE L’ENTREPRISE:AUCHAN,Experience
- Recrutement et formation des commerciaux,Experience
o Octobre 1997 — Avril 2015 : Kettaneh Construction,Experience
d'électricité) Paris 6e,Education
2001-2002 ASSISTANTE CORPORATE CONTROLLING (CONTROLE DE GESTION GROUPE) - Bayer -,Experience
"Novembre 2016 Simply Market, rue Victor Schoelcher, Duchére (69009)",Experience
09/20 - 11/21,Experience
Organisé Esprit d'équipe,Skills
"e Harmonisation des solutions de déclaration du chiffre d'affaires, afin",Experience
"e «Hard skills » : excellente maitrise du Pack Office (Word, Excel et PowerPoint) et de Canva, aisance sur",Skills
2006/2007,Experience
Traitement des eaux usées,Skills
e Réaliser des états des lieux des maisons.,Experience
"> Mécanique, hydraulique, électricité et pneumatique.",Skills
Filéa Institut de Formation a la Relation Client,Education
a Communication & Edition,Skills
AGENT D’ENTRETIEN | CENTRE D’ADAPTATION A LA VIE,Experience
Marl etin Campagne interne de communication pour développer l'association,Experience
> Pré-sélection des CV pour les entretiens,Experience
* News renorter,Experience
"Editions La passe du vent, Lyon",Experience
2017,Education
"emailings, applications métier ; création et production de supports de campagnes",Experience
2017 BAC Pau,Education
"Assidue, ponctuelle",Skills
Gestion et animation commerciale du point de vente,Experience
- Alerter sur les risques de non écoulement sur les DLC courtes pour minimiser la casse.,Experience
Sens du Relationnel,Skills
Participation a la préparation de |'Assemblée Générale - paiement et classement des,Experience
DEPUIS 2014- baby-sitting réguliers avec des enfants,Experience
"Managed Facebook ads & AdWords ads for Holiday Inn, Comfort Hotel & Ramada Hotels",Experience
Programme de Coopération MEDA (Financement d’Union Européenne).,Education
2020-2021 BAFA -,Education
"- Analyse financiére, Comptabilité générale, Fiscalité",Education
d’octobre 2016 a décembre 2018. Chargée de cours et TD.,Experience
Commerce :,Experience
2020,Education
ESV TGV PACA - GARE ST CHARLES.,Experience
"commerciales, animation des ventes et challenges...)",Experience
2012-2013: Licence L1 de Sociologie a I'Université de Saint-Quentin en Yvelines,Education
° Accueil - Fidélisation - Mise en place merchandising - Formation de | ‘équipe sur les,Experience
"A. Kastler, Talence)",Education
"INVENTAIRE, Distri Center",Experience
DESIGNER GRAPHIQUE POUR SCANACHROME,Experience
dossier de spécifications fonctionnelles et techniques.,Education
¢ Capacité a suivre des instructions et a obtenir des résultats de qualité,Skills
des contrats fournisseurs,Skills
"Résultats : Notices de sécurité, Notes de calculs",Experience
- Rendez-vous clients quotidiens avec des entreprises 4 la City,Experience
"2010-2011: Master 2 IEF (Ingénierie économique et financiére),",Education
enveloppe - accueil et orientation des visiteurs - Gestion administrative en soutien auprés des assistantes,Experience
« Assurer la mise en ceuvre effective sur l'ensemble,Experience
l'agence et Direction Nationale,Experience
"analyse des nouvelles offres interne & externe pour définir la stratégie commerciale,",Experience
anglais (Mention TB) —SAINT-ROMAIN-EN-GAL (FRANCE) i‘,Education
-  Gérer des plannings,Experience
Dessin technique (Intermédiaire),Skills
(2) 3) 3),Skills
° Gestion des résultats et du bilan,Experience
Juin 2017 & POITIERS =,Experience
suivi par un stage de formation (4mois),Education
Francais,Skills
"Acadomia, Valenciennes, 2017 - 2019",Experience
"CDI de RESPONSABLE DE CUISINE, STATUT AGENT DE MAITRISE.",Experience
-Prendre le scommandes,Experience
De septembre 2007 a décembre 2009,Experience
"marque et inspire, j'ai suivi cette formation avec beaucoup de",Education
Administrations (GEA),Education
Gestion des Entreprises et des Administrations (GEA),Education
* S’assure de la qualité des réponses données aux clients dans le cadre des,Experience
Curiosité,Skills
"Tests et essais sur la mesure de l’air (débit, pression)",Experience
commande),Experience
Timisoara - Roumanie,Experience
e Rédaction des compromis de vente et suivi du dossier notarial.,Experience
"Ce stage fut ma premiére expérience professionnelle, il m'a_ fait",Experience
Mai 2022 — Juillet 2022,Experience
guesthouse...,Experience
Stagiaire Business Development au sein de l'entreprise internationale Le soleil des andes - 2022,Experience
- Support continuous improvement of UX related business and development,Experience
= Définir des besoins en approvisionnement = Contréler l'accés et la circulation,Skills
mai 1998 - actuellement,Experience
CLASSE PREPARATOIRE ECE,Education
e Rigoureuse,Skills
e Piloter la diffusion des besoins en matiére de recrutement (rédaction et diffusion,Experience
agneaux veaux (Avancé),Skills
15/06/2015-04/07/2015 SALLE DE SPORT- L'ORANGE BLEUE - PARCS DES FORGES- ACCEUIL,Experience
turc,Skills
« du réseau de toutes les actions et |'augmentation,Experience
- Animation d’ateliers dédiés a l’orientation professionnelle (7 ateliers),Experience
Travail en équipe,Skills
-communication social media,Experience
- Préparation des pré-bilans / fiches de paye,Skills
= Encadrement d’une équipe paye 7 personnes (Masse salariale > 120 M€),Experience
LYCEE LEONARD DE VINCI & BLANQUEFORT,Education
d’amélioration continue,Skills
eee FARADES Principale réalisation : produire les dessins techniques,Experience
e Porte a porte.,Experience
* Emboxer et déboxer les bouteilles en cave et cuverie,Experience
"+  Hodja : logiciel de pesée des camions,",Skills
(3 semaines),Experience
Réalisations :,Experience
2000 Astrid Weber Consultant — Montpellier — 34,Experience
2018-2019,Education
Dakar-Sénégal Université Cheikh Anta Diop Dakar,Education
CONSULTANT INGENIEUR EN BUREAU D'ETUDES MECANIQUES,Experience
- Réimplantation de l’entrepdt a l’image des magasins (chemin de mis en rayon),Experience
Sarajevo / 2022,Education
Employée polyvalente libre services/H6tesse de caisse — Magasin ATAC- Villers le lac (25),Experience
négociation,Skills
Vienne (38) Analyse des résultats du magasin Accueil et conseil de la clientéle,Experience
"Mots clefs: conception et Calculs, Automatique Linéaire, Logique Séquentielle, Comportement de",Education
v Gestion des consultations de document,Experience
"2004-2005,BARCELONE, ESPAGNE",Experience
« Service des plats et des boissons,Experience
2020 / Formation logiciel de son CUBASE,Education
¢ Organisée,Skills
"Réimplanter la zone de stockage : Gestion des stocks, signalisation de la zone de stockage, mise en place des",Experience
"Culture de cellules immunitaires, clarification puis purification des",Experience
"Tenue et saisie paies, DADS sur CEGID, Comptabilité générale saisie tenue lettrage jusqu'au bilan. 1985-1986",Experience
ficellage roti boeuf porc,Skills
Tas Ce a ),Skills
"moodboards, développement de stratégies de communication",Experience
- Reporting et veille concurrentielle.,Experience
Utilisation des logiciels EBP Devis-Facturation et Comptabilité (10 ans),Skills
linvensral animatrice de clubs de frangais. Tutorat |,Experience
Déterminer un itinéraire en fonction des délais et des,Skills
Obtention du Baccalauréat Science de l'ingénieur option ISN européenne Anglais,Education
> Iwas responsible for managing the daily operation of a W2K domain at Wales supporting both users and,Experience
"Office 365, Photoshop, Premiere Pro, Unity, Blender, Trello, Slack TeamViewer",Skills
e Gestion entreprise ;,Experience
- Connaissance des réseaux sociaux,Skills
¢ Proposition active des candidats aux clients,Experience
Sage Gestion de production,Skills
“Mise en page de documents -Apprentissage: techhiques de,Experience
a Floirac (33).,Experience
Hydrocarbure,Experience
"niches (fabricant de chalet bois, plateforme de tourisme de plein air).",Skills
DOCTEUR EN PHARMACIE,Education
e Surveillance distributeur a billet,Skills
Arabe litteraire anglais,Skills
- Recherche en commerce international et économie globale,Education
» Visites Technique Et Contre Rendu,Experience
EXPERIENCES PROFESSIONNELLES: Janvier 2016: Stage de decouverte a,Experience
08/2019- serveuse,Experience
Defence and Space — Toulouse — 18 mois — intérim).,Experience
prise de rendez-vous par le standard téléphonique (Call center) de Pentreprise.,Experience
"Présence Vertes Services, Béziers",Experience
Télémaque - Gestion des visiteurs,Skills
framework).,Experience
= Elaboration de business plan,Experience
» 2013 DEESIM BAC +3,Education
Service technique B2B - Gestion des,Experience
"2021 —2022 : Stage Réceptionniste, restauration au complexe Keur Yaadikone a Ngor",Experience
1985 Baccalauréat de Secrétaire (Lycée Saint Herblain),Education
e Développement d’une API(serveur) avec Node.js et Firebase,Experience
Vendeur polyvalent,Experience
"assurance,technique comptable,maitrise de l'outil",Education
"en Appels d’Offres ou non du B.T.P., Ouvrages d’Art et Génie Civil.",Experience
cc Soft Skills,Skills
O PHP SYMPHONY,Skills
2018 Formation en Commerce - Laval,Education
BD © ts 4,Skills
¢ Création d'un robot guide pour présenter le FabLab de I'école,Experience
Pee tes att ee ee one,Skills
=> Président par délégation des réunions extraordinaires du CHSCT de I’UES France,Experience
Du 02/08/2021 au 20/08/2021,Experience
Formation basée sur l'apprentissage des clés d'une stratégie de,Education
Formation en Anglais Commercial,Education
-Cycle du combustible,Education
i ae . - . ne 2022,Experience
2019 Ambassadrice de marque - BULGARI Aéroport Nice,Experience
"fournisseurs (commandes, livraisons, bord, tableaux de résultats...). retours de documents pour tracabilité.",Skills
Consultante “In-house” RPO (Recruitment Process Outsourcing),Experience
Cabiron- Grande Plage Boheme-,Experience
Connaissance de la licence Adobe,Skills
. Organiser les séminaires et événements baux des 40 unités de production.,Skills
Garde d'enfants baby sitting chez les particuliers NANTES,Experience
"Métropole (1 mois : Saisie des engagements (fonctionnement, investissement),",Experience
2010 : Dipl6me Intendant (Comptable Public) — Ministére de l’Education Nationale — Alger,Education
objectifs,Skills
e  Pilotage d’une équipe,Skills
Formation en UX / UI designer,Education
> responsable des stocks et encaissement,Experience
©Portugais,Skills
- Suivi de la comptabilité fournisseurs : 5000 factures par mois.,Experience
1997).,Experience
"clients, réservations.",Experience
CAP Option B en alternance avec |’entreprise,Experience
"Missions réalisées : Livraison de repas chauds, Relation",Experience
© Rigoureuse,Skills
J'ai également assisté la direction et tous les consultants seniors,Experience
messages et des moyens de diffusion,Experience
Capacité a anticiper et apprécier la charge de travail pour la,Skills
"Aout 2016 a Octobre 2016 Sommelier / Maitre d’hétel restaurant Badine, 1O Grenoble France",Experience
- Adobe premiere - Final Cut -,Skills
e Agent de Logistique : réception et expédition m/ses - contrdéle - Gestion des Flux et Stocks,Experience
Lycée Francis Jammes,Education
Actuellement - Lille (59),Experience
- BPREA (responsable d'exploitation agricole) : 2010,Education
"facturation et devis, recrutement et entretien d’embauche...",Experience
Ouvrier Paysagiste 2001/2002 - Saint Gilles,Experience
¢ Travail d'équipe,Skills
"domaine du management, du marketing ou encore de la gestion.",Education
Mai. a Juin. 2006 ROLLAND GARROS (Intérim ADDA),Experience
le cabinet d'architecture Rey-de-Crécy (M. DEVAUX),Skills
"Secrétariat, comptabilité.",Experience
MENTION ASSEZ BIEN,Education
- Respectueuse,Skills
Danois : A2/B1,Skills
"* Participer a l'impression 3D des piéces pour essais en dynamique rapide,",Skills
Octobre 2014 HOTEL INTERCONTINENTAL TAHITI,Experience
SKETCHUP,Skills
Relation avec la clientéle Collecte de données,Skills
"Droit spécial des sociétés, droit des procédures collectives,",Education
Hé6tel Nelligan - Montréal - Canada 2017 - 2020,Experience
"- Missions administratives : envoi de colis aux clients,",Experience
%  Gestionnaire Compte d’Exploitation et Masse salariale.,Experience
"(wordpress, SEO, E-commerces, Ads, identité, réseaux sociaux..)",Experience
CAP ELECTROTECHNIQUE: TECHNIQUE,Education
Classement/ Rangement Pointage administratif et étiquetage,Experience
mécatronique,Education
ACCUEIL A LA CLIENTEL,Skills
Construire un dossiers salariés.,Experience
société.,Experience
d’entreprise - Lycée Turgot,Experience
Sods ¢ Communication interne et externe,Experience
Janv. 2021 — AOUT 2021 Gérant de I’Auberge Rehemane - Comores,Experience
"tableur/basse des donnés, Excel, actes traitement de texte, word, interne",Skills
a Niveau intermédiaire,Skills
* Création de contenus pour de sites internet,Experience
2019 : Multipurpose team member from May to September at,Experience
chimiques et biologique sur un reportage sur le fonctionnement,Experience
"CODIR). Marché GMS, Grossistes, sous traitance, export.",Experience
03/2009 @ ADDECO,Experience
"Informatique : Pratique de Word, Excel, Internet",Skills
Une expérience polyvalente que ce soit dans le,Experience
1992 Agent de sécurité - AGS / ORS,Experience
"process de fabrications, a I'écoute de la qualité et la sécurité tout en garantissant un rendement de",Experience
* Préleveuse,Skills
Réaliser le projet en direct,Experience
projet Marketing et,Education
"Proposer des actions de formation, d'orientation,",Skills
- Bilan neuropsychologique (patients tout venant) & Synthéses cliniques.,Experience
de négociation internationale - Droit financier - Droit bancaire - Droit européen de la,Education
e Economie et commerce international,Education
CO Rm Ela cider NU Kel are1 dol),Skills
De 2018 42020,Education
AVRIL-SEPTEMBRE 2018 >» LOKEO > CHARGE DE FINANCEMENT - VILLENEVE D‘ASCQ,Experience
e Développement Web :,Skills
"Lycée Lacordaire, 7 bd Lacordaire, 13013 Marseille",Education
e Charger et décharger les camions et containers,Experience
Gestion Administration - Lycée St,Education
a avril 1999 Charles VERSWIJVER Architecte DPLG a Bordeaux 33.,Experience
ECRIT COMPREHENSION ORAL ECRIT COMPREHENSION ORAL,Skills
e Lecture au plan,Skills
"(Google, Tripadvisor)",Experience
6.Conseil client,Experience
"Gara dieitis aa Mila Mediating Cininenes, ocommmenas, memegamean da dicta [eefetepe e",Education
Salesforce,Skills
"x C#, Python",Skills
aéronautique,Education
¢ Prospecter et vendre,Skills
Classe Préparatoire aux Grandes Ecoles,Education
2003-2005: Société d’exportation de fleurs (37 salariés) a Vanadzor (Arménie),Experience
"Faculté de Droit et d'Economie, Université de la Réunion.",Education
* Accueit client.,Experience
- Créer une cohésion d’équipe (fédérer l’équipe autour d’ objectifs communs),Experience
DUT (University Diploma of Technology) in Mechatronics.,Education
Vénissieux.,Education
"Université d'Economie et de Gestion de Sfax, Tunisie",Education
Bordeaux :,Experience
Formation professionnelle dans le domaine du bois (CSTB) et dans le management d’équipes (HEC Management),Education
2022,Experience
"de la stratégie commerciale, l'identité visuelle",Experience
2020 BACHELOR’S DEGREE - COMPUTER SCIENCE,Education
Mai 2019 - Juillet 2019 .,Experience
"Orange money, Ria, Wester Union, Money gramme et Warri",Experience
Développement de l'entreprise,Experience
Assurer un accueil téléphonique (Avance),Skills
Lycée Eugenie Cotton - Paris,Education
Principes de la relation client (Avancé),Skills
Encaisser et rembourser les droits d’entrée conformément aux consignes,Experience
> Juillet 2011,Education
"GRAND OPTICAL, Auchan kirchberg, Luxembourg",Experience
LYCEE FERNAND LEGER,Education
2015 : Stage (PFMP) Période de formation en milieu professionnelle d’une semaine a l’entreprise,Experience
B1 Niveau secondaire,Skills
e Réalisation et suivi d'opérations de transport,Experience
"D'avril 2020 a septembre 2020 CCMM SA Douala, Cameroun",Experience
e Préparation de documents a données variables,Experience
"Crédits documentaires, Incoterms, ADV,",Skills
JANVIER 2016 ACTUEL,Experience
1993 - 1995 B.E.P Equipement technique énergétique froid et climatisation,Education
"(budget, estimation des colts, rétro-planning)",Skills
Arabe : Langue,Skills
IEJ de Bordeaux,Education
* Préparation des éléments du tableau de bord,Experience
e Frangais,Skills
"Responsable de chantier dans le domaine de I’électricité batiment (Batiment, tertiaire, bureaux gestion de",Experience
e¢ PYTHON,Skills
"Aoit 1986 DIMATE, Secteur BTP",Experience
"e Mission: Accueil, renseignements, prise en charge",Experience
Matisedesouls @ @ @ OO,Skills
