Id,Activity
CHEMBL4081703_1,active
CHEMBL3752404_1,active
CHEMBL116547_1,active
CHEMBL93635_1,active
CHEMBL4103893_1,active
CHEMBL387207_1,active
CHEMBL276711_1,active
CHEMBL1088240_1,active
CHEMBL4646030_1,active
CHEMBL4563980_1,active
CHEMBL3901943_1,active
CHEMBL3353401_1,active
CHEMBL173498_1,active
CHEMBL3237929_1,active
CHEMBL4746697_1,active
CHEMBL4061912_1,active
CHEMBL158879_1,active
CHEMBL1914672_1,active
CHEMBL1254285_1,active
CHEMBL3325473_1,active
CHEMBL474142_1,active
CHEMBL179572_1,active
CHEMBL338944_1,active
CHEMBL4090083_1,active
CHEMBL179577_1,active
CHEMBL4203804_1,active
CHEMBL3814846_1,active
CHEMBL4282523_1,active
CHEMBL172449_1,active
CHEMBL211982_1,active
CHEMBL460732_1,active
CHEMBL3774947_1,active
CHEMBL163188_1,active
CHEMBL1688860_1,active
CHEMBL1829274_1,active
CHEMBL89363_1,active
CHEMBL524132_1,active
CHEMBL290389_1,active
CHEMBL482715_1,active
CHEMBL499345_1,active
CHEMBL20926_1,active
CHEMBL4227201_1,active
CHEMBL14952_1,active
CHEMBL589822_1,active
CHEMBL4203001_1,active
CHEMBL4098500_1,active
CHEMBL3961553_1,active
CHEMBL448730_1,active
CHEMBL4473365_1,active
CHEMBL291701_1,active
CHEMBL76905_1,active
CHEMBL1087054_1,active
CHEMBL442749_1,active
CHEMBL3759022_1,active
CHEMBL4514393_1,active
CHEMBL2381516_1,active
CHEMBL4216551_1,active
CHEMBL3234745_1,active
CHEMBL1683967_1,active
CHEMBL4790553_1,active
CHEMBL460735_1,active
CHEMBL272895_1,active
CHEMBL1242033_1,active
CHEMBL1169856_1,active
CHEMBL210378_1,active
CHEMBL1172957_1,active
CHEMBL403785_1,active
CHEMBL148514_1,active
CHEMBL511478_1,active
CHEMBL2385984_1,active
CHEMBL132348_1,active
CHEMBL173647_1,active
CHEMBL591051_1,active
CHEMBL3961970_1,active
CHEMBL470011_1,active
CHEMBL3973601_1,active
CHEMBL1086152_1,active
CHEMBL3233789_1,active
CHEMBL2111784_1,active
CHEMBL335440_1,active
CHEMBL333231_1,active
CHEMBL4780286_1,active
CHEMBL3234741_1,active
CHEMBL4780855_1,active
CHEMBL3914227_1,active
CHEMBL2316147_1,active
CHEMBL2347972_1,active
CHEMBL3355888_1,active
CHEMBL215191_1,active
CHEMBL2031300_1,active
CHEMBL325156_1,active
CHEMBL378370_1,active
CHEMBL309073_1,active
CHEMBL4568408_1,active
CHEMBL3798556_1,active
CHEMBL1944924_1,active
CHEMBL3114695_1,active
CHEMBL94019_1,active
CHEMBL132170_1,active
CHEMBL299622_1,active
CHEMBL4450061_1,active
CHEMBL3347488_1,active
CHEMBL419682_1,active
CHEMBL271410_1,active
CHEMBL3087194_1,active
CHEMBL3612597_1,active
CHEMBL3344217_1,active
CHEMBL31630_1,active
CHEMBL292323_1,active
CHEMBL1914671_1,active
CHEMBL1172823_1,active
CHEMBL3797480_1,active
CHEMBL193578_1,active
CHEMBL1242112_1,active
CHEMBL126384_1,active
CHEMBL383172_1,active
CHEMBL140561_1,active
CHEMBL20255_1,active
CHEMBL3739527_1,active
CHEMBL4087489_1,active
CHEMBL431818_1,active
CHEMBL203219_1,active
CHEMBL406004_1,active
CHEMBL2385974_1,active
CHEMBL589801_1,active
CHEMBL301018_1,active
CHEMBL4209119_1,active
CHEMBL193456_1,active
CHEMBL3133895_1,active
CHEMBL3805333_1,active
CHEMBL420411_1,active
CHEMBL4642158_1,active
CHEMBL3325475_1,active
CHEMBL3233795_1,active
CHEMBL4776056_1,active
CHEMBL293889_1,active
CHEMBL3290931_1,active
CHEMBL305178_1,active
CHEMBL4743566_1,active
CHEMBL1201179_1,active
CHEMBL1958209_1,active
CHEMBL2335019_1,active
CHEMBL1230607_1,active
CHEMBL1171792_1,active
CHEMBL4285217_1,active
CHEMBL3989970_1,active
CHEMBL535832_1,active
CHEMBL4090323_1,active
CHEMBL4070707_1,active
CHEMBL3088220_1,active
CHEMBL593770_1,active
CHEMBL243839_1,active
CHEMBL3623290_1,active
CHEMBL158797_1,active
CHEMBL294395_1,active
CHEMBL1081198_1,active
CHEMBL247101_1,active
CHEMBL3237939_1,active
CHEMBL4516232_1,active
CHEMBL4527630_1,active
CHEMBL55425_1,active
CHEMBL3416440_1,active
CHEMBL523573_1,active
CHEMBL2205026_1,active
CHEMBL3632637_1,active
CHEMBL75232_1,active
CHEMBL4752700_1,active
CHEMBL4642177_1,active
CHEMBL3221262_1,active
CHEMBL3604922_1,active
CHEMBL490687_1,active
CHEMBL93784_1,active
CHEMBL55150_1,active
CHEMBL1242471_1,active
CHEMBL3797606_1,active
CHEMBL135861_1,active
CHEMBL544833_1,active
CHEMBL3946259_1,active
CHEMBL3819553_1,active
CHEMBL2064379_1,active
CHEMBL3884319_1,active
CHEMBL3235199_1,active
CHEMBL4284800_1,active
CHEMBL54067_1,active
CHEMBL4473875_1,active
CHEMBL380386_1,active
CHEMBL308672_1,active
CHEMBL2408830_1,active
CHEMBL355982_1,active
CHEMBL1929238_1,active
CHEMBL504117_1,active
CHEMBL3360616_1,active
CHEMBL132605_1,active
CHEMBL453504_1,active
CHEMBL3806248_1,active
CHEMBL1173192_1,active
CHEMBL94066_1,active
CHEMBL596292_1,active
CHEMBL3219132_1,active
CHEMBL169920_1,active
CHEMBL300217_1,active
CHEMBL63356_1,active
CHEMBL256295_1,active
CHEMBL4740295_1,active
CHEMBL349070_1,active
CHEMBL2325101_1,active
CHEMBL1254443_1,active
CHEMBL202421_1,active
CHEMBL332173_1,active
CHEMBL2441561_1,active
CHEMBL4078920_1,active
CHEMBL4557318_1,active
CHEMBL4740063_1,active
CHEMBL112096_1,active
CHEMBL509544_1,active
CHEMBL150177_1,active
CHEMBL460989_1,active
CHEMBL3906330_1,active
CHEMBL4207305_1,active
CHEMBL4208224_1,active
CHEMBL3234867_1,active
CHEMBL4792967_1,active
CHEMBL4445843_1,active
CHEMBL312482_1,active
CHEMBL376089_1,active
CHEMBL514016_1,active
CHEMBL1173456_1,active
CHEMBL4859375_1,active
CHEMBL610181_1,active
CHEMBL247915_1,active
CHEMBL64231_1,active
CHEMBL179451_1,active
CHEMBL131405_1,active
CHEMBL593860_1,active
CHEMBL4856343_1,active
CHEMBL3758749_1,active
CHEMBL4084847_1,active
CHEMBL261720_1,active
CHEMBL329642_1,active
CHEMBL3125890_1,active
CHEMBL72976_1,active
CHEMBL27685_1,active
CHEMBL303391_1,active
CHEMBL2029695_1,active
CHEMBL1448_1,active
CHEMBL137788_1,active
CHEMBL109575_1,active
CHEMBL3753208_1,active
CHEMBL65858_1,active
CHEMBL3360619_1,active
CHEMBL3952214_1,active
CHEMBL193681_1,active
CHEMBL1641992_1,active
CHEMBL215280_1,active
CHEMBL4439680_1,active
CHEMBL203132_1,active
CHEMBL2426378_1,active
CHEMBL391321_1,active
CHEMBL3098324_1,active
CHEMBL3133897_1,active
CHEMBL1683956_1,active
CHEMBL4745868_1,active
CHEMBL4062509_1,active
CHEMBL1242475_1,active
CHEMBL3612579_1,active
CHEMBL357367_1,active
CHEMBL4793852_1,active
CHEMBL1336_1,active
CHEMBL2335014_1,active
CHEMBL1774056_1,active
CHEMBL2087357_1,active
CHEMBL1944925_1,active
CHEMBL2385993_1,active
CHEMBL601625_1,active
CHEMBL99743_1,active
CHEMBL347659_1,active
CHEMBL489501_1,active
CHEMBL473429_1,active
CHEMBL202650_1,active
CHEMBL3221556_1,active
CHEMBL109259_1,active
CHEMBL328977_1,active
CHEMBL3219133_1,active
CHEMBL3809489_1,active
CHEMBL115440_1,active
CHEMBL2426283_1,active
CHEMBL1173713_1,active
CHEMBL84141_1,active
CHEMBL4448712_1,active
CHEMBL4794223_1,active
CHEMBL92902_1,active
CHEMBL3237940_1,active
CHEMBL3092320_1,active
CHEMBL2047252_1,active
CHEMBL3233759_1,active
CHEMBL473351_1,active
CHEMBL4287401_1,active
CHEMBL48085_1,active
CHEMBL4516155_1,active
CHEMBL469996_1,active
CHEMBL3114697_1,active
CHEMBL4520903_1,active
CHEMBL4206166_1,active
CHEMBL4097245_1,active
CHEMBL1683952_1,active
CHEMBL4225517_1,active
CHEMBL4068896_1,active
CHEMBL344319_1,active
CHEMBL3957055_1,active
CHEMBL4450824_1,active
CHEMBL2420867_1,active
CHEMBL106966_1,active
CHEMBL490569_1,active
CHEMBL464210_1,active
CHEMBL2031312_1,active
CHEMBL2315696_1,active
CHEMBL209343_1,active
CHEMBL80745_1,active
CHEMBL90277_1,active
CHEMBL1821863_1,active
CHEMBL3968839_1,active
CHEMBL495734_1,active
CHEMBL2180203_1,active
CHEMBL111664_1,active
CHEMBL3951434_1,active
CHEMBL2047251_1,active
CHEMBL3114696_1,active
CHEMBL596761_1,active
CHEMBL1204261_1,active
CHEMBL258940_1,active
CHEMBL4440096_1,active
CHEMBL92882_1,active
CHEMBL1947127_1,active
CHEMBL334334_1,active
CHEMBL3758585_1,active
CHEMBL4293734_1,active
CHEMBL3752363_1,active
CHEMBL4105434_1,active
CHEMBL504135_1,active
CHEMBL4079125_1,active
CHEMBL2315697_1,active
CHEMBL4085868_1,active
CHEMBL4869024_1,active
CHEMBL47966_1,active
CHEMBL56912_1,active
CHEMBL4852748_1,active
CHEMBL2437473_1,active
CHEMBL4873202_1,active
CHEMBL114073_1,active
CHEMBL4778717_1,active
CHEMBL313746_1,active
CHEMBL2312301_1,active
CHEMBL1821871_1,active
CHEMBL1821868_1,active
CHEMBL4292341_1,active
CHEMBL4583858_1,active
CHEMBL7819_1,active
CHEMBL2420866_1,active
CHEMBL53940_1,active
CHEMBL419601_1,active
CHEMBL3234756_1,active
CHEMBL1784637_1,active
CHEMBL3921129_1,active
CHEMBL2316156_1,active
CHEMBL3098313_1,active
CHEMBL204715_1,active
CHEMBL3343621_1,active
CHEMBL3409482_1,active
CHEMBL4784264_1,active
CHEMBL3622669_1,active
CHEMBL4794131_1,active
CHEMBL423224_1,active
CHEMBL3416626_1,active
CHEMBL1828877_1,active
CHEMBL496174_1,active
CHEMBL4578764_1,active
CHEMBL4076405_1,active
CHEMBL1241770_1,active
CHEMBL3297897_1,active
CHEMBL4097369_1,active
CHEMBL3946396_1,active
CHEMBL599047_1,active
CHEMBL4208829_1,active
CHEMBL3800448_1,active
CHEMBL3740595_1,active
CHEMBL1094475_1,active
CHEMBL86755_1,active
CHEMBL118258_1,active
CHEMBL4282688_1,active
CHEMBL3759815_1,active
CHEMBL153573_1,active
CHEMBL4746995_1,active
CHEMBL3622642_1,active
CHEMBL178144_1,active
CHEMBL489312_1,active
CHEMBL79531_1,active
CHEMBL454383_1,active
CHEMBL3740577_1,active
CHEMBL1828870_1,active
CHEMBL4852264_1,active
CHEMBL362611_1,active
CHEMBL39320_1,active
CHEMBL4788364_1,active
CHEMBL72393_1,active
CHEMBL205798_1,active
CHEMBL126483_1,active
CHEMBL503253_1,active
CHEMBL2048904_1,active
CHEMBL3263958_1,active
CHEMBL1272005_1,active
CHEMBL3218000_1,active
CHEMBL3628792_1,active
CHEMBL56543_1,active
CHEMBL1271619_1,active
CHEMBL4096329_1,active
CHEMBL3233020_1,active
CHEMBL3754709_1,active
CHEMBL169390_1,active
CHEMBL1203938_1,active
CHEMBL77381_1,active
CHEMBL434828_1,active
CHEMBL1944921_1,active
CHEMBL1683966_1,active
CHEMBL419185_1,active
CHEMBL3237936_1,active
CHEMBL3894391_1,active
CHEMBL4521506_1,active
CHEMBL179607_1,active
CHEMBL379017_1,active
CHEMBL4454745_1,active
CHEMBL66643_1,active
CHEMBL148984_1,active
CHEMBL4128415_1,active
CHEMBL207815_1,active
CHEMBL283201_1,active
CHEMBL2179128_1,active
CHEMBL3297816_1,active
CHEMBL3221258_1,active
CHEMBL2283249_1,active
CHEMBL209148_1,active
CHEMBL4105503_1,active
CHEMBL3233767_1,active
CHEMBL130116_1,active
CHEMBL3633937_1,active
CHEMBL57758_1,active
CHEMBL474538_1,active
CHEMBL75049_1,active
CHEMBL3263373_1,active
CHEMBL53375_1,active
CHEMBL599145_1,active
CHEMBL599224_1,active
CHEMBL3934539_1,active
CHEMBL328295_1,active
CHEMBL3800597_1,active
CHEMBL86943_1,active
CHEMBL4871192_1,active
CHEMBL2315698_1,active
CHEMBL87402_1,active
CHEMBL4063427_1,active
CHEMBL119977_1,active
CHEMBL272634_1,active
CHEMBL66981_1,active
CHEMBL3970399_1,active
CHEMBL55794_1,active
CHEMBL2048794_1,active
CHEMBL441332_1,active
CHEMBL3344214_1,active
CHEMBL3954370_1,active
CHEMBL4092951_1,active
CHEMBL4093642_1,active
CHEMBL1242032_1,active
CHEMBL1910273_1,active
CHEMBL444619_1,active
CHEMBL4063701_1,active
CHEMBL157021_1,active
CHEMBL1095259_1,active
CHEMBL460723_1,active
CHEMBL593908_1,active
CHEMBL1929308_1,active
CHEMBL2426282_1,active
CHEMBL4129607_1,active
CHEMBL4087570_1,active
CHEMBL76602_1,active
CHEMBL145_1,active
CHEMBL4439933_1,active
CHEMBL1928952_1,active
CHEMBL333082_1,active
CHEMBL4547332_1,active
CHEMBL7432_1,active
CHEMBL1821886_1,active
CHEMBL2437484_1,active
CHEMBL500115_1,active
CHEMBL20811_1,active
CHEMBL504173_1,active
CHEMBL3734786_1,active
CHEMBL597914_1,active
CHEMBL174426_1,active
CHEMBL4077859_1,active
CHEMBL2018748_1,active
CHEMBL3883534_1,active
CHEMBL2064372_1,active
CHEMBL3606021_1,active
CHEMBL4127809_1,active
CHEMBL1242658_1,active
CHEMBL4285414_1,active
CHEMBL4217992_1,active
CHEMBL386052_1,active
CHEMBL112225_1,active
CHEMBL4878421_1,active
CHEMBL3235200_1,active
CHEMBL1171638_1,active
CHEMBL2048905_1,active
CHEMBL4865792_1,active
CHEMBL3325470_1,active
CHEMBL470218_1,active
CHEMBL570709_1,active
CHEMBL4173032_1,active
CHEMBL3758889_1,active
CHEMBL109428_1,active
CHEMBL204117_1,active
CHEMBL378145_1,active
CHEMBL391778_1,active
CHEMBL4858176_1,active
CHEMBL541586_1,active
CHEMBL1830271_1,active
CHEMBL3344210_1,active
CHEMBL4242522_1,active
CHEMBL1242110_1,active
CHEMBL119923_1,active
CHEMBL461140_1,active
CHEMBL4460261_1,active
CHEMBL3916644_1,active
CHEMBL4286998_1,active
CHEMBL301483_1,active
CHEMBL2336361_1,active
CHEMBL3114694_1,active
CHEMBL461795_1,active
CHEMBL4208673_1,active
CHEMBL555921_1,active
CHEMBL1348499_1,active
CHEMBL125086_1,active
CHEMBL366831_1,active
CHEMBL4206716_1,active
CHEMBL3622628_1,active
CHEMBL53203_1,active
CHEMBL2424799_1,active
CHEMBL4287141_1,active
CHEMBL1173398_1,active
CHEMBL3753874_1,active
CHEMBL459729_1,active
CHEMBL68401_1,active
CHEMBL3753886_1,active
CHEMBL293991_1,active
CHEMBL490987_1,active
CHEMBL66785_1,active
CHEMBL3344213_1,active
CHEMBL599398_1,active
CHEMBL1278056_1,active
CHEMBL309598_1,active
CHEMBL87325_1,active
CHEMBL485485_1,active
CHEMBL173453_1,active
CHEMBL429057_1,active
CHEMBL354310_1,active
CHEMBL416307_1,active
CHEMBL4069277_1,active
CHEMBL3237943_1,active
CHEMBL3416615_1,active
CHEMBL461967_1,active
CHEMBL169885_1,active
CHEMBL369014_1,active
CHEMBL3972987_1,active
CHEMBL51853_1,active
CHEMBL203599_1,active
CHEMBL4634127_1,active
CHEMBL473747_1,active
CHEMBL56132_1,active
CHEMBL2437475_1,active
CHEMBL2112990_1,active
CHEMBL105436_1,active
CHEMBL1830258_1,active
CHEMBL90541_1,active
CHEMBL1929305_1,active
CHEMBL4207984_1,active
CHEMBL2018767_1,active
CHEMBL4083222_1,active
CHEMBL4293134_1,active
CHEMBL3633774_1,active
CHEMBL4777353_1,active
CHEMBL302745_1,active
CHEMBL3219134_1,active
CHEMBL4795165_1,active
CHEMBL3612595_1,active
CHEMBL156281_1,active
CHEMBL2426290_1,active
CHEMBL2316140_1,active
CHEMBL3775046_1,active
CHEMBL328710_1,active
CHEMBL4517633_1,active
CHEMBL248116_1,active
CHEMBL4073595_1,active
CHEMBL4558324_1,active
CHEMBL3298000_1,active
CHEMBL3219130_1,active
CHEMBL78249_1,active
CHEMBL2426377_1,active
CHEMBL3785951_1,active
CHEMBL3934461_1,active
CHEMBL3344220_1,active
CHEMBL3905552_1,active
CHEMBL513703_1,active
CHEMBL337035_1,active
CHEMBL490498_1,active
CHEMBL111339_1,active
CHEMBL3297898_1,active
CHEMBL196925_1,active
CHEMBL57300_1,active
CHEMBL178953_1,active
CHEMBL51707_1,active
CHEMBL3133912_1,active
CHEMBL512076_1,active
CHEMBL3133904_1,active
CHEMBL1958218_1,active
CHEMBL4871569_1,active
CHEMBL399735_1,active
CHEMBL4873506_1,active
CHEMBL1683950_1,active
CHEMBL4079501_1,active
CHEMBL1272168_1,active
CHEMBL4648271_1,active
CHEMBL3545308_1,active
CHEMBL298637_1,active
CHEMBL3087207_1,active
CHEMBL538814_1,active
CHEMBL501709_1,active
CHEMBL338215_1,active
CHEMBL3751967_1,active
CHEMBL4228848_1,active
CHEMBL514941_1,active
CHEMBL3798128_1,active
CHEMBL521_1,active
CHEMBL591706_1,active
CHEMBL3221269_1,active
CHEMBL179659_1,active
CHEMBL2336335_1,active
CHEMBL4646415_1,active
CHEMBL3752129_1,active
CHEMBL4776694_1,active
CHEMBL443906_1,active
CHEMBL3357642_1,active
CHEMBL4864983_1,active
CHEMBL4456234_1,active
CHEMBL608860_1,active
CHEMBL3092306_1,active
CHEMBL3954175_1,active
CHEMBL189584_1,active
CHEMBL4237916_1,active
CHEMBL521572_1,active
CHEMBL2283259_1,active
CHEMBL397122_1,active
CHEMBL204467_1,active
CHEMBL190094_1,active
CHEMBL3814956_1,active
CHEMBL4448148_1,active
CHEMBL57553_1,active
CHEMBL4218431_1,active
CHEMBL475761_1,active
CHEMBL13608_1,active
CHEMBL50_1,active
CHEMBL483428_1,active
CHEMBL3929484_1,active
CHEMBL343352_1,active
CHEMBL77814_1,active
CHEMBL1241674_1,active
CHEMBL53299_1,active
CHEMBL3978686_1,active
CHEMBL381080_1,active
CHEMBL154080_1,active
CHEMBL3975598_1,active
CHEMBL419501_1,active
CHEMBL521155_1,active
CHEMBL1257998_1,active
CHEMBL352591_1,active
CHEMBL484968_1,active
CHEMBL4129902_1,active
CHEMBL4175045_1,active
CHEMBL88483_1,active
CHEMBL1914654_1,active
CHEMBL319894_1,active
CHEMBL203644_1,active
CHEMBL3087193_1,active
CHEMBL1278148_1,active
CHEMBL486400_1,active
CHEMBL326445_1,active
CHEMBL162981_1,active
CHEMBL3221263_1,active
CHEMBL1242379_1,active
CHEMBL3805508_1,active
CHEMBL206370_1,active
CHEMBL57366_1,active
CHEMBL1829272_1,active
CHEMBL291963_1,active
CHEMBL124660_1,active
CHEMBL131653_1,active
CHEMBL4077973_1,active
CHEMBL431977_1,active
CHEMBL62843_1,active
CHEMBL3355883_1,active
CHEMBL4759405_1,active
CHEMBL76642_1,active
CHEMBL3347498_1,active
CHEMBL4165267_1,active
CHEMBL3633775_1,active
CHEMBL3894726_1,active
CHEMBL383499_1,active
CHEMBL241919_1,active
CHEMBL591910_1,active
CHEMBL131193_1,active
CHEMBL499344_1,active
CHEMBL4778826_1,active
CHEMBL271122_1,active
CHEMBL122785_1,active
CHEMBL3740614_1,active
CHEMBL31373_1,active
CHEMBL4064224_1,active
CHEMBL206029_1,active
CHEMBL597569_1,active
CHEMBL1945643_1,active
CHEMBL308048_1,active
CHEMBL425601_1,active
CHEMBL3805782_1,active
CHEMBL3416617_1,active
CHEMBL2381508_1,active
CHEMBL3827349_1,active
CHEMBL3133752_1,active
CHEMBL206483_1,active
CHEMBL4783097_1,active
CHEMBL3612572_1,active
CHEMBL3219348_1,active
CHEMBL7572_1,active
CHEMBL4078120_1,active
CHEMBL1761938_1,active
CHEMBL3416624_1,active
CHEMBL13976_1,active
CHEMBL2018879_1,active
CHEMBL1232944_1,active
CHEMBL4795574_1,active
CHEMBL3804886_1,active
CHEMBL4082000_1,active
CHEMBL3622655_1,active
CHEMBL3741304_1,active
CHEMBL205235_1,active
CHEMBL500640_1,active
CHEMBL4525168_1,active
CHEMBL4750158_1,active
CHEMBL111586_1,active
CHEMBL2029693_1,active
CHEMBL600381_1,active
CHEMBL65063_1,active
CHEMBL395883_1,active
CHEMBL1828878_1,active
CHEMBL4091010_1,active
CHEMBL3746980_1,active
CHEMBL2283256_1,active
CHEMBL66705_1,active
CHEMBL597754_1,active
CHEMBL3233766_1,active
CHEMBL2064396_1,active
CHEMBL4104427_1,active
CHEMBL4459978_1,active
CHEMBL57251_1,active
CHEMBL245667_1,active
CHEMBL3092311_1,active
CHEMBL462162_1,active
CHEMBL2437488_1,active
CHEMBL1917092_1,active
CHEMBL342828_1,active
CHEMBL340399_1,active
CHEMBL144791_1,active
CHEMBL398154_1,active
CHEMBL3805089_1,active
CHEMBL3604942_1,active
CHEMBL345077_1,active
CHEMBL592707_1,active
CHEMBL3586175_1,active
CHEMBL4586581_1,active
CHEMBL1928954_1,active
CHEMBL4846607_1,active
CHEMBL1916359_1,active
CHEMBL3741245_1,active
CHEMBL168656_1,active
CHEMBL3930506_1,active
CHEMBL175409_1,active
CHEMBL76979_1,active
CHEMBL1956889_1,active
CHEMBL3087197_1,active
CHEMBL1812560_1,active
CHEMBL518803_1,active
CHEMBL4164805_1,active
CHEMBL1821877_1,active
CHEMBL142898_1,active
CHEMBL384711_1,active
CHEMBL3780676_1,active
CHEMBL103055_1,active
CHEMBL270696_1,active
CHEMBL4565984_1,active
CHEMBL4587811_1,active
CHEMBL4250273_1,active
CHEMBL2385980_1,active
CHEMBL382186_1,active
CHEMBL3086065_1,active
CHEMBL1641990_1,active
CHEMBL4530170_1,active
CHEMBL158805_1,active
CHEMBL3734933_1,active
CHEMBL53311_1,active
CHEMBL1914659_1,active
CHEMBL1683975_1,active
CHEMBL197640_1,active
CHEMBL363815_1,active
CHEMBL3425670_1,active
CHEMBL3628817_1,active
CHEMBL3974626_1,active
CHEMBL3416619_1,active
CHEMBL1242847_1,active
CHEMBL65850_1,active
CHEMBL4794213_1,active
CHEMBL436137_1,active
CHEMBL202244_1,active
CHEMBL3098311_1,active
CHEMBL466614_1,active
CHEMBL3805775_1,active
CHEMBL3929448_1,active
CHEMBL3734877_1,active
CHEMBL2029435_1,active
CHEMBL478649_1,active
CHEMBL4225777_1,active
CHEMBL1254522_1,active
CHEMBL557975_1,active
CHEMBL506414_1,active
CHEMBL1914655_1,active
CHEMBL2408823_1,active
CHEMBL456758_1,active
CHEMBL1172877_1,active
CHEMBL77688_1,active
CHEMBL2334001_1,active
CHEMBL119242_1,active
CHEMBL214478_1,active
CHEMBL182397_1,active
CHEMBL3814694_1,active
CHEMBL179164_1,active
CHEMBL59145_1,active
CHEMBL3747570_1,active
CHEMBL2312645_1,active
CHEMBL538757_1,active
CHEMBL165574_1,active
CHEMBL2437223_1,active
CHEMBL4848093_1,active
CHEMBL1095762_1,active
CHEMBL4516635_1,active
CHEMBL289787_1,active
CHEMBL2324873_1,active
CHEMBL4581088_1,active
CHEMBL373207_1,active
CHEMBL4228518_1,active
CHEMBL280069_1,active
CHEMBL3814812_1,active
CHEMBL168366_1,active
CHEMBL1830130_1,active
CHEMBL490555_1,active
CHEMBL1929306_1,active
CHEMBL4073062_1,active
CHEMBL4216679_1,active
CHEMBL3633933_1,active
CHEMBL4072928_1,active
CHEMBL2335378_1,active
CHEMBL3890751_1,active
CHEMBL380889_1,active
CHEMBL40130_1,active
CHEMBL345622_1,active
CHEMBL4549542_1,active
CHEMBL3753305_1,active
CHEMBL4762604_1,active
CHEMBL4443413_1,active
CHEMBL332879_1,active
CHEMBL1173816_1,active
CHEMBL1645470_1,active
CHEMBL155389_1,active
CHEMBL2425093_1,active
CHEMBL4748320_1,active
CHEMBL2347960_1,active
CHEMBL4241638_1,active
CHEMBL1097368_1,active
CHEMBL3263380_1,active
CHEMBL2408827_1,active
CHEMBL4445265_1,active
CHEMBL89723_1,active
CHEMBL3977504_1,active
CHEMBL3815074_1,active
CHEMBL4436118_1,active
CHEMBL590878_1,active
CHEMBL6_1,active
CHEMBL3233782_1,active
CHEMBL2385978_1,active
CHEMBL1241483_1,active
CHEMBL4069586_1,active
CHEMBL435662_1,active
CHEMBL4105442_1,active
CHEMBL1829273_1,active
CHEMBL168533_1,active
CHEMBL4520286_1,active
CHEMBL483108_1,active
CHEMBL3740487_1,active
CHEMBL4286374_1,active
CHEMBL3908711_1,active
CHEMBL475594_1,active
CHEMBL4280817_1,active
CHEMBL4756092_1,active
CHEMBL4855850_1,active
CHEMBL4100655_1,active
CHEMBL347668_1,active
CHEMBL3913728_1,active
CHEMBL326280_1,active
CHEMBL127763_1,active
CHEMBL3920551_1,active
CHEMBL2205028_1,active
CHEMBL4466350_1,active
CHEMBL941_1,active
CHEMBL4464589_1,active
CHEMBL604094_1,active
CHEMBL4290812_1,active
CHEMBL490497_1,active
CHEMBL281872_1,active
CHEMBL3604935_1,active
CHEMBL3234743_1,active
CHEMBL2283257_1,active
CHEMBL242741_1,active
CHEMBL3298400_1,active
CHEMBL2031308_1,active
CHEMBL3237938_1,active
CHEMBL119156_1,active
CHEMBL3628810_1,active
CHEMBL3133757_1,active
CHEMBL534948_1,active
CHEMBL2312652_1,active
CHEMBL116525_1,active
CHEMBL346770_1,active
CHEMBL247513_1,active
CHEMBL3942536_1,active
CHEMBL7939_1,active
CHEMBL3741960_1,active
CHEMBL4779958_1,active
CHEMBL3297955_1,active
CHEMBL3416616_1,active
CHEMBL3622668_1,active
CHEMBL1092382_1,active
CHEMBL4079393_1,active
CHEMBL3221264_1,active
CHEMBL1828865_1,active
CHEMBL3233794_1,active
CHEMBL2029694_1,active
CHEMBL3114701_1,active
CHEMBL309716_1,active
CHEMBL129856_1,active
CHEMBL523122_1,active
CHEMBL3760090_1,active
CHEMBL1916951_1,active
CHEMBL3335245_1,active
CHEMBL1093100_1,active
CHEMBL4858714_1,active
CHEMBL302545_1,active
CHEMBL109296_1,active
CHEMBL3916141_1,active
CHEMBL4077917_1,active
CHEMBL1958216_1,active
CHEMBL355294_1,active
CHEMBL3233777_1,active
CHEMBL56319_1,active
CHEMBL110945_1,active
CHEMBL382823_1,active
CHEMBL2425085_1,active
CHEMBL418010_1,active
CHEMBL1241776_1,active
CHEMBL258805_1,active
CHEMBL4585048_1,active
CHEMBL2018765_1,active
CHEMBL274732_1,active
CHEMBL2385992_1,active
CHEMBL1830034_1,active
CHEMBL511874_1,active
CHEMBL50519_1,active
CHEMBL3133821_1,active
CHEMBL4759112_1,active
CHEMBL592201_1,active
CHEMBL89721_1,active
CHEMBL511449_1,active
CHEMBL1173653_1,active
CHEMBL1170459_1,active
CHEMBL367792_1,active
CHEMBL443296_1,active
CHEMBL358746_1,active
CHEMBL297968_1,active
CHEMBL3800262_1,active
CHEMBL4463765_1,active
CHEMBL583218_1,active
CHEMBL1173262_1,active
CHEMBL1907944_1,active
CHEMBL590559_1,active
CHEMBL4102942_1,active
CHEMBL4464404_1,active
CHEMBL2325100_1,active
CHEMBL116051_1,active
CHEMBL589588_1,active
CHEMBL93032_1,active
CHEMBL591000_1,active
CHEMBL4776925_1,active
CHEMBL3114686_1,active
CHEMBL529663_1,active
CHEMBL2070200_1,active
CHEMBL4086878_1,active
CHEMBL4060198_1,active
CHEMBL1242751_1,active
CHEMBL62067_1,active
CHEMBL1760057_1,active
CHEMBL77778_1,active
CHEMBL3355890_1,active
CHEMBL4439837_1,active
CHEMBL357326_1,active
CHEMBL4463000_1,active
CHEMBL472943_1,active
